"id_cliente","mes","limite_maximo","plazo_maximo","limite_findemes","plazo_findemes"
682157,"2021-01-01",20000,30,20000,30
682157,"2021-02-01",20000,30,20000,30
682157,"2021-03-01",20000,30,20000,30
682157,"2021-04-01",20000,30,20000,21
682157,"2021-05-01",20000,21,20000,21
682157,"2021-06-01",20000,21,20000,21
682157,"2021-07-01",20000,15,20000,15
682157,"2021-08-01",20000,15,20000,15
682157,"2021-09-01",20000,15,20000,15
682157,"2021-10-01",20000,15,20000,15
682157,"2021-11-01",20000,15,20000,15
682157,"2021-12-01",20000,15,20000,15
682157,"2022-01-01",20000,15,20000,15
682157,"2022-02-01",21545.2,15,21545.2,15
682157,"2022-03-01",21545.2,15,21545.2,7
682157,"2022-04-01",21545.2,7,21545.2,7
682157,"2022-05-01",21545.2,7,21545.2,7
685405,"2020-09-01",20000,30,20000,30
685405,"2020-10-01",20000,30,20000,30
690405,"2020-09-01",5000,15,5000,15
690405,"2020-10-01",5000,15,5000,15
690405,"2020-11-01",5000,15,5000,15
690405,"2020-12-01",5000,15,5000,15
690405,"2021-01-01",5000,15,5000,15
690405,"2021-02-01",5000,15,5000,15
690405,"2021-03-01",5000,15,5000,15
690405,"2021-04-01",5000,15,5000,15
690405,"2021-05-01",5000,15,5000,15
690405,"2021-06-01",5000,15,5000,15
690405,"2021-07-01",5000,15,5000,15
690405,"2021-08-01",5000,15,5000,15
690405,"2021-09-01",5000,15,5000,15
690405,"2021-10-01",5000,15,5000,15
690405,"2021-11-01",5000,15,5000,15
690405,"2021-12-01",5000,15,5000,15
690405,"2022-01-01",5000,15,5000,15
690405,"2022-02-01",5000,15,5000,15
690405,"2022-03-01",5000,15,5000,15
690405,"2022-04-01",5000,15,5000,15
690405,"2022-05-01",5000,15,5000,15
690405,"2022-06-01",5000,15,5000,15
690667,"2020-09-01",15000,15,15000,15
690667,"2020-10-01",15000,15,15000,15
690667,"2020-11-01",15000,15,15000,15
690667,"2020-12-01",15000,15,15000,15
690667,"2021-01-01",15000,15,15000,15
690667,"2021-02-01",15000,15,15000,15
690667,"2021-03-01",15000,15,15000,15
690667,"2021-04-01",15000,15,15000,15
690667,"2021-05-01",15000,15,15000,15
690667,"2021-06-01",15000,15,15000,15
690667,"2021-07-01",15000,15,15000,15
690667,"2021-08-01",15000,15,15000,15
690667,"2021-09-01",15000,15,15000,15
690667,"2021-10-01",15000,15,15000,15
690667,"2021-11-01",15000,15,15000,15
690667,"2021-12-01",15000,15,15000,15
690667,"2022-01-01",15000,15,15000,15
690667,"2022-02-01",15000,15,15000,15
690667,"2022-03-01",15000,15,15000,15
690667,"2022-04-01",15000,15,11250,15
690667,"2022-05-01",8437,15,8437,15
690667,"2022-06-01",8437,15,8437,15
1122265,"2020-09-01",12000,10,12000,10
1122265,"2020-10-01",12000,10,12000,10
1122265,"2020-11-01",12000,10,12000,10
1122265,"2020-12-01",12000,10,12000,10
1122265,"2021-01-01",12000,10,12000,10
1122265,"2021-02-01",12000,10,12000,10
1122265,"2021-03-01",12000,10,12000,10
1122265,"2021-04-01",12000,10,12000,10
1122265,"2021-05-01",12000,10,12000,10
1122265,"2021-06-01",12000,10,12000,10
1122265,"2021-07-01",12000,10,12000,10
1122265,"2021-08-01",12000,10,12000,10
1122265,"2021-09-01",12000,10,12000,10
1122265,"2021-10-01",6000,10,6000,10
1122265,"2021-11-01",3000,10,3000,10
1122265,"2021-12-01",3000,10,3000,10
1122265,"2022-01-01",1500,10,1500,10
1122363,"2020-09-01",3000,15,3000,15
1122363,"2020-10-01",3000,15,3000,15
1122363,"2020-11-01",3000,15,3000,15
1122363,"2020-12-01",3000,15,3000,15
1122363,"2021-01-01",3000,15,3000,15
1122363,"2021-02-01",3000,15,3000,15
1122363,"2021-03-01",3000,15,3000,15
1122363,"2021-04-01",3000,15,3000,15
1122363,"2021-05-01",3000,15,3000,15
1122363,"2021-06-01",3000,15,3000,15
1122363,"2021-07-01",3000,15,3000,15
1122363,"2021-08-01",3000,15,3000,15
1122363,"2021-09-01",3000,15,3000,15
1122363,"2021-10-01",3000,15,3000,15
1122363,"2021-11-01",3000,15,3000,15
1122363,"2021-12-01",3000,15,3000,15
1122363,"2022-01-01",3000,15,3000,15
1122405,"2020-09-01",23000,30,23000,30
1122405,"2020-10-01",23000,30,23000,30
1122405,"2020-11-01",23000,30,23000,30
1122405,"2020-12-01",23000,30,23000,30
1122405,"2021-01-01",23000,30,23000,30
1122405,"2021-02-01",23000,30,23000,30
1122405,"2021-03-01",23000,30,23000,30
1122405,"2021-04-01",23000,30,23000,30
1122405,"2021-05-01",23000,30,23000,30
1122557,"2020-09-01",17000,15,17000,15
1122557,"2020-10-01",17000,15,17000,15
1122557,"2020-11-01",17000,15,17000,15
1122557,"2020-12-01",17000,15,17000,15
1122557,"2021-01-01",17000,15,17000,15
1122557,"2021-02-01",17000,15,17000,15
1122557,"2021-03-01",17000,15,17000,15
1122557,"2021-04-01",17000,15,17000,15
1122557,"2021-05-01",17000,15,17000,15
1122557,"2021-06-01",17000,15,17000,15
1122557,"2021-07-01",17000,15,17000,15
1122557,"2021-08-01",17000,15,17000,15
1122557,"2021-09-01",17000,15,17000,15
1122557,"2021-10-01",17000,15,17000,15
1122557,"2021-11-01",17000,15,17000,15
1122557,"2021-12-01",17000,15,17000,15
1122557,"2022-01-01",17000,15,17000,15
1122557,"2022-02-01",17000,15,17000,15
1122557,"2022-03-01",17000,15,17000,15
1122557,"2022-04-01",17000,15,17000,15
1122557,"2022-05-01",17000,15,17000,15
1122557,"2022-06-01",17000,15,17000,15
1122951,"2020-09-01",25000,20,25000,20
1122951,"2020-10-01",25000,20,25000,20
1122951,"2020-11-01",25000,20,25000,20
1122951,"2020-12-01",25000,20,25000,20
1122951,"2021-01-01",25000,20,25000,20
1122951,"2021-02-01",25000,20,25000,20
1122951,"2021-03-01",25000,20,25000,20
1122951,"2021-04-01",25000,20,25000,20
1122951,"2021-05-01",25000,20,25000,20
1122951,"2021-06-01",25000,20,25000,20
1122951,"2021-07-01",25000,20,25000,20
1122951,"2021-08-01",25000,20,25000,20
1122951,"2021-09-01",25000,20,25000,20
1122951,"2021-10-01",25000,20,25000,20
1122951,"2021-11-01",25000,20,25000,20
1122951,"2021-12-01",25000,20,25000,20
1122951,"2022-01-01",25000,20,25000,20
1122951,"2022-02-01",25000,20,25000,20
1122951,"2022-03-01",25000,20,25000,20
1122951,"2022-04-01",25000,20,25000,20
1122951,"2022-05-01",25000,20,25000,20
1122951,"2022-06-01",25000,20,12500,20
1131389,"2020-09-01",7e+05,30,7e+05,30
1131389,"2020-10-01",7e+05,30,7e+05,30
1131389,"2020-11-01",7e+05,30,7e+05,30
1131389,"2020-12-01",7e+05,30,7e+05,30
1131389,"2021-01-01",7e+05,30,7e+05,30
1131389,"2021-02-01",7e+05,30,7e+05,30
1131389,"2021-03-01",7e+05,30,7e+05,30
1131389,"2021-04-01",7e+05,30,7e+05,30
1131389,"2021-05-01",7e+05,30,7e+05,30
1131389,"2021-06-01",7e+05,30,7e+05,30
1131389,"2021-07-01",7e+05,30,7e+05,30
1131389,"2021-08-01",7e+05,30,7e+05,30
1131389,"2021-09-01",7e+05,30,7e+05,30
1131389,"2021-10-01",7e+05,30,7e+05,30
1131389,"2021-11-01",7e+05,30,7e+05,30
1131389,"2021-12-01",7e+05,30,894530,30
1131389,"2022-01-01",894530,30,7e+05,30
1131389,"2022-02-01",7e+05,30,7e+05,30
1131389,"2022-03-01",7e+05,30,7e+05,30
1131389,"2022-04-01",7e+05,30,7e+05,30
1131389,"2022-05-01",7e+05,30,7e+05,30
1131389,"2022-06-01",7e+05,30,7e+05,30
1138883,"2020-09-01",310000,30,310000,30
1138883,"2020-10-01",310000,30,310000,30
1138883,"2020-11-01",310000,30,310000,30
1138883,"2020-12-01",310000,30,310000,30
1138883,"2021-01-01",310000,30,310000,30
1138883,"2021-02-01",310000,30,310000,30
1138883,"2021-03-01",310000,30,310000,30
1138883,"2021-04-01",310000,30,310000,30
1138883,"2021-05-01",310000,30,310000,30
1138883,"2021-06-01",310000,30,310000,30
1138883,"2021-07-01",310000,30,310000,30
1138883,"2021-08-01",310000,30,230000,30
1138883,"2021-09-01",230000,30,230000,30
1138883,"2021-10-01",230000,30,230000,30
1138883,"2021-11-01",255555.55,30,255555.55,30
1138883,"2021-12-01",255555.55,30,255555.55,30
1138883,"2022-01-01",255555.55,30,255555.55,30
1138883,"2022-02-01",255555.55,30,255555.55,30
1138883,"2022-03-01",255555.55,30,255555.55,30
1138883,"2022-04-01",255555.55,30,255555.55,30
1138883,"2022-05-01",255555.55,30,255555.55,30
1138883,"2022-06-01",255555.55,30,255555.55,30
1139017,"2020-09-01",50000,45,50000,45
1139017,"2020-10-01",50000,45,50000,45
1139017,"2020-11-01",50000,45,50000,45
1139017,"2020-12-01",50000,45,50000,45
1139017,"2021-01-01",50000,45,50000,45
1139017,"2021-02-01",50000,45,50000,45
1139017,"2021-03-01",50000,45,50000,45
1139017,"2021-04-01",50000,45,50000,45
1139017,"2021-05-01",50000,45,50000,45
1139017,"2021-06-01",50000,45,50000,45
1139017,"2021-07-01",50000,45,50000,45
1139017,"2021-08-01",50000,45,50000,45
1139017,"2021-09-01",50000,45,50000,45
1140733,"2020-09-01",10000,30,10000,30
1140733,"2020-10-01",10000,30,10000,30
1140733,"2020-11-01",10000,30,10000,30
1140733,"2020-12-01",10000,30,10000,30
1143773,"2020-09-01",20000,15,20000,15
1143773,"2020-10-01",20000,15,20000,15
1143773,"2020-11-01",20000,15,20000,15
1143773,"2020-12-01",20000,15,20000,15
1143773,"2021-01-01",20000,15,20000,15
1143773,"2021-02-01",20000,15,20000,15
1143773,"2021-03-01",20000,15,20000,15
1143773,"2021-04-01",20000,15,20000,15
1143773,"2021-05-01",20000,15,20000,15
1143773,"2021-06-01",20000,15,20000,15
1143773,"2021-07-01",20000,15,20000,15
1143773,"2021-08-01",20000,15,20000,15
1143773,"2021-09-01",20000,15,20000,15
1143773,"2021-10-01",20000,15,20000,15
1143773,"2021-11-01",20000,15,20000,15
1143773,"2021-12-01",20000,15,20000,15
1143773,"2022-01-01",20000,15,20000,15
1143773,"2022-02-01",20000,15,20000,15
1143773,"2022-03-01",20000,15,20000,15
1143773,"2022-04-01",10000,15,10000,15
1143773,"2022-05-01",5000,15,5000,15
1143773,"2022-06-01",2500,15,2500,15
1147491,"2020-09-01",15000,15,15000,15
1147491,"2020-10-01",15000,15,15000,15
1147491,"2020-11-01",15000,15,15000,15
1147491,"2020-12-01",15000,15,15000,15
1147491,"2021-01-01",15000,15,15000,15
1147491,"2021-02-01",15000,15,15000,15
1147491,"2021-03-01",15000,15,15000,15
1147491,"2021-04-01",15000,15,15000,15
1147491,"2021-05-01",15000,15,15000,15
1148065,"2020-09-01",15000,15,15000,15
1148065,"2020-10-01",15000,15,15000,15
1148065,"2020-11-01",15000,15,15000,15
1148065,"2020-12-01",15000,15,15000,15
1148065,"2021-01-01",15000,15,15000,15
1148065,"2021-02-01",15000,15,15000,15
1148065,"2021-03-01",15000,15,15000,15
1148065,"2021-04-01",15000,15,15000,15
1148065,"2021-05-01",15000,15,15000,15
1148065,"2021-06-01",15000,15,15000,15
1148065,"2021-07-01",15000,15,15000,15
1148065,"2021-08-01",15000,15,15000,15
1148065,"2021-09-01",15000,15,15000,15
1148085,"2020-09-01",15000,30,15000,30
1148085,"2020-10-01",15000,30,15000,30
1148085,"2020-11-01",15000,30,15000,30
1148085,"2020-12-01",15000,30,15000,30
1148085,"2021-01-01",15000,30,15000,30
1148085,"2021-02-01",15000,30,15000,30
1148085,"2021-03-01",15000,30,15000,30
1148085,"2021-04-01",15000,30,15000,30
1148085,"2021-05-01",15000,30,15000,30
1148085,"2021-06-01",15000,30,15000,30
1148085,"2021-07-01",15000,30,15000,30
1148085,"2021-08-01",15000,30,15000,30
1148085,"2021-09-01",15000,30,15000,30
1148085,"2021-10-01",15000,30,15000,30
1148085,"2021-11-01",15000,30,15000,30
1148085,"2021-12-01",15000,30,15000,30
1148085,"2022-01-01",15000,30,15000,30
1148085,"2022-02-01",15000,30,15000,30
1148085,"2022-03-01",15000,30,15000,30
1148085,"2022-04-01",15000,30,15000,30
1148085,"2022-05-01",15000,30,7500,30
1148085,"2022-06-01",7500,30,3750,30
1149233,"2020-09-01",14714.5,15,14714.5,15
1149233,"2020-10-01",14714.5,15,14714.5,15
1149233,"2020-11-01",14714.5,15,14714.5,15
1149233,"2020-12-01",14714.5,15,14714.5,15
1149233,"2021-01-01",14714.5,15,14714.5,15
1149233,"2021-02-01",14714.5,15,14714.5,15
1149233,"2021-03-01",14714.5,15,14714.5,15
1149233,"2021-04-01",14714.5,15,14714.5,15
1149233,"2021-05-01",14714.5,15,14714.5,15
1149233,"2021-06-01",14714.5,15,14714.5,15
1149233,"2021-07-01",14714.5,15,14714.5,15
1149233,"2021-08-01",14714.5,15,14714.5,15
1149233,"2021-09-01",14714.5,15,14714.5,15
1149233,"2021-10-01",14714.5,15,14714.5,15
1149233,"2021-11-01",14714.5,15,14714.5,15
1149233,"2021-12-01",14714.5,15,14714.5,15
1149233,"2022-01-01",14714.5,15,14714.5,15
1149233,"2022-02-01",14714.5,15,14714.5,15
1149233,"2022-03-01",14714.5,15,14714.5,15
1149233,"2022-04-01",14714.5,15,14714.5,15
1149233,"2022-05-01",14714.5,15,14714.5,15
1149233,"2022-06-01",14714.5,15,14714.5,15
1149317,"2020-09-01",190000,30,190000,30
1149317,"2020-10-01",190000,30,190000,30
1149317,"2020-11-01",190000,30,190000,30
1149317,"2020-12-01",190000,30,190000,30
1149317,"2021-07-01",1e+05,15,1e+05,15
1149317,"2021-08-01",1e+05,15,1e+05,15
1149317,"2021-09-01",1e+05,15,1e+05,15
1149317,"2021-10-01",1e+05,15,1e+05,15
1149317,"2021-11-01",1e+05,15,1e+05,15
1149317,"2021-12-01",1e+05,15,1e+05,15
1149317,"2022-01-01",1e+05,15,1e+05,15
1149317,"2022-02-01",147000,15,147000,15
1149317,"2022-03-01",147000,15,1e+05,15
1149317,"2022-04-01",3e+05,30,3e+05,30
1149317,"2022-05-01",3e+05,30,3e+05,30
1149317,"2022-06-01",3e+05,30,3e+05,30
1149327,"2020-09-01",9000,30,9000,30
1149327,"2020-10-01",9000,30,9000,30
1149327,"2020-11-01",9000,30,9000,30
1149327,"2020-12-01",9000,30,9000,30
1149327,"2021-01-01",9000,30,9000,30
1149327,"2021-02-01",9000,30,9000,30
1149327,"2021-03-01",9000,30,9000,30
1149327,"2021-04-01",9000,30,9000,30
1149327,"2021-05-01",9000,30,9000,30
1149327,"2021-06-01",9000,30,9000,30
1149327,"2021-07-01",9000,21,9000,21
1149327,"2021-08-01",9000,21,9000,21
1149327,"2021-09-01",9000,21,9000,21
1149327,"2021-10-01",9000,21,9000,21
1149327,"2021-11-01",9000,21,9000,21
1149327,"2021-12-01",9000,21,9000,21
1149327,"2022-01-01",9000,21,9000,21
1149327,"2022-02-01",9000,21,9000,21
1149327,"2022-03-01",9000,15,9000,15
1149327,"2022-04-01",9000,15,9000,15
1149327,"2022-05-01",9000,15,9000,7
1149327,"2022-06-01",9000,7,9000,7
1149587,"2020-09-01",7000,15,7000,15
1149587,"2020-10-01",7000,15,7000,15
1149587,"2020-11-01",7000,15,7000,15
1149587,"2020-12-01",7000,15,7000,15
1149587,"2021-01-01",7000,15,7000,15
1149587,"2021-02-01",7000,15,7000,15
1149587,"2021-03-01",7000,15,7000,15
1149587,"2021-04-01",7000,15,7000,15
1149587,"2021-05-01",7000,15,7000,15
1149587,"2021-06-01",7000,15,7000,15
1149587,"2021-07-01",7000,15,7000,15
1149879,"2020-09-01",18000,15,18000,15
1149879,"2020-10-01",18000,15,18000,15
1149879,"2020-11-01",18000,15,18000,15
1149879,"2020-12-01",18000,15,18000,15
1149879,"2021-01-01",18000,15,18000,15
1149879,"2021-02-01",18000,15,18000,15
1149879,"2021-03-01",18000,15,18000,15
1149879,"2021-04-01",18000,15,18000,15
1149879,"2021-05-01",18000,15,18000,15
1149879,"2021-06-01",18000,15,18000,15
1149879,"2021-07-01",18000,15,18000,15
1149879,"2021-08-01",18000,15,18000,15
1149879,"2021-09-01",18000,15,18000,15
1149879,"2021-10-01",18000,28,18000,28
1149879,"2021-11-01",18000,28,18000,28
1149879,"2021-12-01",18000,28,18000,28
1149879,"2022-01-01",18000,28,13500,28
1149879,"2022-02-01",13500,28,10125,28
1149879,"2022-03-01",7594,28,7594,28
1149879,"2022-04-01",5695,28,5695,28
1149879,"2022-05-01",4271,28,4271,28
1149879,"2022-06-01",4271,28,3203,28
1150765,"2020-09-01",30000,10,30000,10
1150765,"2020-10-01",30000,10,30000,10
1150765,"2020-11-01",30000,10,30000,10
1150765,"2020-12-01",30000,10,30000,10
1150765,"2021-01-01",30000,10,30000,10
1150765,"2021-02-01",30000,10,30000,10
1150765,"2021-03-01",30000,10,30000,10
1150765,"2021-04-01",30000,10,30000,10
1150765,"2021-05-01",30000,10,30000,10
1150765,"2021-06-01",30000,10,30000,10
1150765,"2021-07-01",30000,10,30000,10
1152861,"2020-09-01",950,15,950,15
1152861,"2020-10-01",950,15,950,15
1152861,"2020-11-01",950,15,950,15
1152861,"2020-12-01",950,15,950,15
1152861,"2021-01-01",950,15,950,15
1152861,"2021-02-01",950,15,950,15
1152861,"2021-03-01",950,15,950,15
1152861,"2021-04-01",950,15,950,15
1152861,"2021-05-01",950,15,950,15
1152861,"2021-06-01",950,15,950,15
1152861,"2021-07-01",950,15,950,15
1153401,"2020-09-01",2000,30,2000,30
1153401,"2020-10-01",2000,30,2000,30
1154125,"2020-09-01",1500,15,1500,15
1154125,"2020-10-01",1500,15,1500,15
1154125,"2020-11-01",1500,15,1500,15
1154125,"2020-12-01",1500,15,1500,15
1154125,"2021-01-01",1500,15,1500,15
1154125,"2021-02-01",1500,15,1500,15
1154125,"2021-03-01",1500,15,1500,15
1154125,"2021-04-01",1500,15,1500,15
1154125,"2021-05-01",1500,15,1500,15
1154125,"2021-06-01",1500,15,1500,15
1154125,"2021-07-01",1500,15,1500,15
1154125,"2021-08-01",1500,15,1500,15
1154125,"2021-09-01",1500,15,1500,15
1154125,"2021-10-01",1500,15,1500,15
1154125,"2021-11-01",750,15,750,15
1154125,"2021-12-01",375,15,375,15
1154125,"2022-01-01",188,15,188,15
1154125,"2022-02-01",94,15,94,15
1154143,"2020-09-01",486,15,486,15
1154143,"2020-10-01",486,15,486,15
1154143,"2020-11-01",486,15,486,15
1154143,"2020-12-01",486,15,486,15
1154143,"2021-01-01",486,15,486,15
1154143,"2021-02-01",486,15,486,15
1154929,"2020-09-01",248,15,248,15
1154929,"2020-10-01",248,15,248,15
1154929,"2020-11-01",248,15,248,15
1154929,"2020-12-01",248,15,248,15
1161271,"2020-09-01",14000,30,14000,30
1161271,"2020-10-01",14000,30,14000,30
1161271,"2020-11-01",14000,30,14000,30
1161271,"2020-12-01",14000,30,14000,30
1161271,"2021-01-01",14000,30,14000,30
1161271,"2021-02-01",14000,30,14000,30
1161271,"2021-03-01",14000,30,14000,30
1161271,"2021-04-01",14000,30,14000,30
1161271,"2021-05-01",14000,30,14000,30
1161271,"2021-06-01",14000,30,14000,30
1161271,"2021-07-01",5000,21,5000,21
1161271,"2021-08-01",5000,21,5000,21
1161271,"2021-09-01",5000,21,5000,21
1161271,"2021-10-01",5000,21,5000,21
1161271,"2021-11-01",5000,21,5000,21
1161271,"2021-12-01",5000,21,5000,21
1161271,"2022-01-01",5000,21,5000,21
1161271,"2022-02-01",5000,21,5000,21
1161271,"2022-03-01",5000,21,5000,21
1161271,"2022-04-01",5000,21,5000,21
1161271,"2022-05-01",5000,21,5000,21
1161271,"2022-06-01",5000,21,5000,21
1161405,"2020-09-01",15000,30,15000,30
1161405,"2020-10-01",15000,30,15000,30
1162387,"2020-09-01",15000,15,15000,15
1162387,"2020-10-01",15000,15,15000,15
1165247,"2020-09-01",4000,15,4000,15
1165247,"2020-10-01",4000,15,4000,15
1165247,"2020-11-01",4000,15,4000,15
1165247,"2020-12-01",4000,15,4000,15
1165247,"2021-01-01",4000,15,4000,15
1165247,"2021-02-01",4000,15,4000,15
1165247,"2021-03-01",4000,15,4000,15
1165247,"2021-04-01",4000,15,4000,15
1165247,"2021-05-01",4000,15,4000,15
1165247,"2021-06-01",4000,15,4000,15
1165247,"2021-07-01",9000,21,9000,21
1165247,"2021-08-01",9000,21,9000,21
1165247,"2021-09-01",9000,21,9000,21
1165247,"2021-10-01",9000,21,9000,21
1165247,"2021-11-01",9000,21,9000,21
1165247,"2021-12-01",9000,21,9000,21
1165247,"2022-01-01",9000,21,9000,21
1165247,"2022-02-01",10800,21,10800,21
1165247,"2022-03-01",10800,21,10800,21
1165247,"2022-04-01",10800,21,10800,21
1165247,"2022-05-01",10800,21,10800,21
1165247,"2022-06-01",10800,21,10800,21
1165387,"2020-09-01",3000,15,3000,15
1165387,"2020-10-01",3000,15,3000,15
1165387,"2020-11-01",3000,15,3000,15
1165387,"2020-12-01",3000,15,3000,15
1165387,"2021-01-01",3000,15,3000,15
1165387,"2021-02-01",3000,15,3000,15
1165387,"2021-03-01",3000,15,3000,15
1165387,"2021-04-01",3000,15,3000,15
1165387,"2021-05-01",3000,15,3000,15
1165387,"2021-06-01",3000,15,3000,15
1165387,"2021-07-01",1000,21,1000,21
1165387,"2021-08-01",1000,21,1000,21
1165387,"2021-09-01",1000,21,1000,21
1165387,"2021-10-01",1000,21,1000,21
1165387,"2021-11-01",1000,21,1000,21
1165387,"2021-12-01",1000,21,1000,21
1165387,"2022-01-01",1000,21,1000,21
1165387,"2022-02-01",1000,21,1000,21
1165387,"2022-03-01",1000,21,1000,21
1165387,"2022-04-01",1000,21,1000,21
1165387,"2022-05-01",1000,21,1000,21
1165387,"2022-06-01",1000,21,1000,21
1165627,"2020-09-01",9500,30,9500,30
1165627,"2020-10-01",20000,30,20000,30
1165627,"2020-12-01",20000,30,20000,30
1165627,"2021-01-01",20000,30,20000,30
1165627,"2021-02-01",20000,30,20000,30
1165627,"2021-03-01",20000,30,20000,30
1165627,"2021-04-01",10000,17,10000,17
1165627,"2021-05-01",17000,17,17000,17
1165627,"2021-06-01",17000,17,17000,17
1165627,"2021-07-01",17000,17,17000,17
1165627,"2021-08-01",17000,17,17000,17
1165627,"2021-09-01",17000,17,17000,17
1165627,"2021-10-01",17000,17,17000,17
1165627,"2021-11-01",17000,17,17000,17
1165627,"2021-12-01",17000,17,17000,17
1165627,"2022-01-01",17000,17,17000,17
1165627,"2022-02-01",17000,17,17000,17
1165627,"2022-03-01",17000,17,17000,17
1165627,"2022-04-01",17000,17,17000,17
1165627,"2022-05-01",17000,17,17000,17
1165627,"2022-06-01",17000,17,17000,17
1169347,"2020-09-01",518,15,518,15
1169347,"2020-10-01",518,15,518,15
1169347,"2020-11-01",518,15,518,15
1169347,"2020-12-01",518,15,518,15
1171179,"2020-09-01",5001,30,5001,30
1171179,"2020-10-01",5001,30,5001,30
1171179,"2020-11-01",5001,30,5001,30
1171923,"2020-09-01",10000,26,10000,26
1171923,"2020-10-01",10000,26,10000,26
1171923,"2020-11-01",10000,26,10000,26
1171923,"2020-12-01",10000,26,10000,26
1171923,"2021-01-01",10000,26,10000,26
1171923,"2021-02-01",10000,26,10000,26
1171923,"2021-03-01",10000,26,10000,26
1171923,"2021-04-01",10000,26,10000,26
1171923,"2021-05-01",10000,26,10000,26
1171923,"2021-06-01",10000,26,10000,26
1171923,"2021-07-01",5000,21,5000,21
1171923,"2021-08-01",5000,21,5000,21
1171923,"2021-09-01",5000,21,5000,21
1171923,"2021-10-01",5000,21,5000,21
1171923,"2021-11-01",5000,21,5000,21
1171923,"2021-12-01",5000,21,5000,21
1171923,"2022-01-01",5000,21,5000,21
1171923,"2022-02-01",5000,21,5000,21
1171923,"2022-03-01",5000,21,5000,21
1171923,"2022-04-01",5000,21,5000,21
1171923,"2022-05-01",5000,21,5000,21
1171923,"2022-06-01",5000,21,5000,21
1173079,"2020-09-01",30000,30,30000,30
1173079,"2020-10-01",30000,30,30000,30
1173087,"2020-09-01",20000,30,20000,30
1173087,"2020-10-01",20000,30,20000,30
1174211,"2020-09-01",80000,15,80000,15
1174211,"2020-10-01",80000,15,80000,15
1174211,"2020-11-01",80000,15,80000,15
1174211,"2020-12-01",80000,15,80000,15
1174211,"2021-01-01",80000,15,80000,15
1174211,"2021-02-01",80000,15,80000,15
1174211,"2021-03-01",80000,15,80000,15
1174211,"2021-04-01",80000,15,80000,15
1174211,"2021-05-01",80000,15,80000,15
1174297,"2020-09-01",2500,15,2500,15
1174297,"2020-10-01",2500,15,2500,15
1174297,"2020-11-01",2500,15,2500,15
1193171,"2020-09-01",50000,15,50000,15
1193171,"2020-10-01",50000,15,50000,15
1193171,"2020-11-01",50000,15,50000,15
1193171,"2020-12-01",50000,15,50000,15
1193171,"2021-01-01",50000,15,50000,15
1193171,"2021-02-01",50000,15,50000,15
1193171,"2021-03-01",50000,15,50000,15
1193171,"2021-04-01",50000,15,50000,15
1193171,"2021-05-01",50000,15,50000,15
1193171,"2021-06-01",50000,15,50000,15
1193171,"2021-07-01",50000,15,50000,15
1193171,"2021-08-01",50000,15,50000,15
1193171,"2021-09-01",50000,15,50000,15
1200043,"2020-09-01",5000,30,5000,30
1200043,"2020-10-01",5000,30,5000,30
1200043,"2020-11-01",5000,30,5000,30
1200043,"2020-12-01",5000,30,5000,30
1200043,"2021-01-01",5000,30,5000,30
1200043,"2021-02-01",5000,30,5000,30
1200043,"2021-03-01",5000,30,5000,30
1200043,"2021-04-01",5000,30,5000,21
1200043,"2021-05-01",5000,21,5000,21
1200043,"2021-06-01",5000,21,5000,21
1200043,"2021-07-01",5000,21,5000,21
1200043,"2021-08-01",5000,21,5000,21
1200043,"2021-09-01",5000,21,5000,21
1200043,"2021-10-01",5000,21,5000,21
1200043,"2021-11-01",5000,21,5000,21
1200043,"2021-12-01",5000,21,5000,21
1200043,"2022-01-01",5000,21,5000,21
1200043,"2022-02-01",5000,21,5000,21
1200043,"2022-03-01",5000,21,5000,21
1200043,"2022-04-01",5000,21,5000,21
1202907,"2020-09-01",8000,15,8000,15
1202907,"2020-10-01",8000,15,8000,15
1202907,"2020-11-01",8000,15,8000,15
1202907,"2020-12-01",8000,15,8000,15
1202907,"2021-01-01",8000,15,8000,15
1202907,"2021-02-01",8000,15,8000,15
1202907,"2021-03-01",8000,15,8000,15
1202907,"2021-04-01",8000,15,8000,15
1202907,"2021-05-01",8000,15,8000,15
1202907,"2021-06-01",8000,15,8000,15
1202907,"2021-07-01",8000,15,8000,15
1202907,"2021-08-01",8000,15,8000,15
1202907,"2021-09-01",8000,15,8000,15
1202907,"2021-10-01",8000,15,8000,15
1202907,"2021-11-01",8000,15,8000,15
1202907,"2021-12-01",8000,15,8000,15
1202907,"2022-01-01",8000,15,8000,15
1202907,"2022-02-01",8000,15,8000,15
1202907,"2022-03-01",8000,15,8000,15
1202907,"2022-04-01",8000,15,8000,15
1202907,"2022-05-01",8000,15,8000,15
1202907,"2022-06-01",8000,15,8000,15
1203887,"2020-09-01",20000,7,20000,7
1203887,"2020-10-01",20000,7,20000,7
1203887,"2020-11-01",20000,7,20000,7
1203887,"2020-12-01",20000,7,20000,7
1203887,"2021-01-01",20000,7,20000,7
1203887,"2021-02-01",20000,7,20000,7
1203887,"2021-03-01",20000,7,20000,7
1203887,"2021-04-01",20000,7,20000,7
1203887,"2021-05-01",20000,7,20000,7
1203887,"2021-06-01",15000,7,15000,7
1203887,"2021-07-01",15000,7,15000,7
1203887,"2021-08-01",15000,7,15000,7
1203887,"2021-09-01",30000,7,30000,7
1203887,"2021-10-01",30000,7,30000,7
1203887,"2021-11-01",30000,7,30000,7
