"id_cliente","subcanal","mes_alta"
81351,"C","2020-06-01"
81375,"A","2020-06-01"
81385,"C","2020-06-01"
81391,"C","2020-06-01"
81403,"B","2020-06-01"
81413,"C","2020-06-01"
81415,"C","2020-06-01"
81417,"B","2020-06-01"
81419,"A","2020-06-01"
81429,"B","2020-06-01"
81433,"C","2020-06-01"
81439,"C","2020-06-01"
81443,"B","2020-06-01"
81467,"C","2020-06-01"
81469,"C","2020-06-01"
81497,"C","2020-06-01"
81511,"C","2020-06-01"
81525,"A","2020-06-01"
81531,"C","2020-06-01"
81539,"C","2020-06-01"
81579,"C","2020-06-01"
81585,"C","2020-06-01"
81621,"A","2020-06-01"
81623,"C","2020-06-01"
81625,"C","2020-06-01"
81639,"C","2020-06-01"
81675,"C","2020-06-01"
81677,"C","2020-06-01"
81685,"C","2020-06-01"
81693,"C","2020-06-01"
81695,"C","2020-06-01"
81697,"C","2020-06-01"
81705,"C","2020-06-01"
81707,"C","2020-06-01"
81711,"C","2020-06-01"
81713,"C","2020-06-01"
81715,"C","2020-06-01"
81731,"A","2020-06-01"
81733,"C","2020-06-01"
81737,"C","2020-06-01"
81739,"C","2020-06-01"
81745,"C","2020-06-01"
81747,"B","2020-06-01"
81767,"C","2020-06-01"
81769,"A","2020-06-01"
81771,"C","2020-06-01"
81795,"C","2020-06-01"
81799,"C","2020-06-01"
81815,"C","2020-06-01"
81821,"C","2020-06-01"
81823,"C","2020-06-01"
81825,"C","2020-06-01"
81827,"C","2020-06-01"
81829,"C","2020-06-01"
81853,"C","2020-06-01"
81863,"C","2020-06-01"
81875,"C","2020-06-01"
81889,"C","2020-06-01"
81891,"C","2020-06-01"
81893,"C","2020-06-01"
81899,"C","2020-06-01"
81901,"C","2020-06-01"
81935,"C","2020-06-01"
81945,"A","2020-06-01"
82019,"C","2020-06-01"
82023,"C","2020-06-01"
82051,"C","2020-06-01"
82055,"C","2020-06-01"
82075,"C","2020-06-01"
82081,"A","2020-06-01"
82083,"C","2020-06-01"
82085,"C","2020-06-01"
82125,"C","2020-06-01"
82127,"C","2020-06-01"
82129,"C","2020-06-01"
82141,"C","2020-06-01"
82163,"C","2020-06-01"
82175,"A","2020-06-01"
82177,"C","2020-06-01"
82179,"C","2020-06-01"
82195,"B","2020-06-01"
82207,"C","2020-06-01"
82209,"C","2020-06-01"
82211,"C","2020-06-01"
82217,"C","2020-06-01"
82219,"C","2020-06-01"
82231,"C","2020-06-01"
82241,"C","2020-06-01"
82243,"B","2020-06-01"
82247,"C","2020-06-01"
82259,"C","2020-06-01"
82261,"B","2020-06-01"
82263,"B","2020-06-01"
82267,"C","2020-06-01"
82281,"B","2020-06-01"
82323,"C","2020-06-01"
82325,"C","2020-06-01"
82327,"C","2020-06-01"
82333,"C","2020-06-01"
82339,"C","2020-06-01"
82343,"C","2020-06-01"
82359,"C","2020-06-01"
82381,"C","2020-06-01"
82383,"C","2020-06-01"
82413,"C","2020-06-01"
82453,"C","2020-06-01"
82499,"C","2020-06-01"
82501,"C","2020-06-01"
82523,"C","2020-06-01"
82561,"C","2020-06-01"
82573,"C","2020-06-01"
82577,"C","2020-06-01"
82581,"C","2020-06-01"
82585,"C","2020-06-01"
82587,"C","2020-06-01"
82591,"C","2020-06-01"
82595,"C","2020-06-01"
82599,"C","2020-06-01"
82605,"C","2020-06-01"
82611,"C","2020-06-01"
82613,"C","2020-06-01"
82631,"C","2020-06-01"
82635,"C","2020-06-01"
82637,"C","2020-06-01"
82649,"C","2020-06-01"
82657,"C","2020-06-01"
82659,"A","2020-06-01"
82661,"C","2020-06-01"
82663,"C","2020-06-01"
82667,"C","2020-06-01"
82673,"C","2020-06-01"
82691,"C","2020-06-01"
82697,"C","2020-06-01"
82701,"C","2020-06-01"
82719,"C","2020-06-01"
82729,"C","2020-06-01"
82733,"C","2020-06-01"
82743,"A","2020-06-01"
82755,"A","2020-06-01"
82771,"A","2020-06-01"
82783,"C","2020-06-01"
82793,"C","2020-06-01"
82795,"A","2020-06-01"
82799,"A","2020-06-01"
82803,"C","2020-06-01"
82815,"C","2020-06-01"
82819,"C","2020-06-01"
82825,"C","2020-06-01"
82833,"C","2020-06-01"
82835,"C","2020-06-01"
82845,"C","2020-06-01"
82847,"C","2020-06-01"
82849,"C","2020-06-01"
82851,"C","2020-06-01"
82853,"C","2020-06-01"
82859,"C","2020-06-01"
82865,"C","2020-06-01"
82893,"C","2020-06-01"
82913,"C","2020-06-01"
82915,"C","2020-06-01"
82945,"A","2020-06-01"
82951,"C","2020-06-01"
82953,"C","2020-06-01"
82961,"C","2020-06-01"
82971,"C","2020-06-01"
82987,"A","2020-06-01"
83001,"C","2020-06-01"
83007,"C","2020-06-01"
83011,"B","2020-06-01"
83013,"B","2020-06-01"
83029,"C","2020-06-01"
83031,"C","2020-06-01"
83033,"C","2020-06-01"
83051,"C","2020-06-01"
83055,"C","2020-06-01"
83061,"C","2020-06-01"
83063,"C","2020-06-01"
83069,"C","2020-06-01"
83077,"C","2020-06-01"
83079,"C","2020-06-01"
83083,"C","2020-06-01"
83093,"C","2020-06-01"
83095,"C","2020-06-01"
83105,"C","2020-06-01"
83117,"C","2020-06-01"
83119,"C","2020-06-01"
83129,"C","2020-06-01"
83133,"C","2020-06-01"
83137,"C","2020-06-01"
83153,"B","2020-06-01"
83209,"C","2020-06-01"
83235,"C","2020-06-01"
83237,"A","2020-06-01"
83239,"C","2020-06-01"
83247,"C","2020-06-01"
83253,"C","2020-06-01"
83255,"A","2020-06-01"
83257,"A","2020-06-01"
83259,"C","2020-06-01"
83263,"A","2020-06-01"
83279,"C","2020-06-01"
83295,"C","2020-06-01"
83323,"C","2020-06-01"
83329,"C","2020-06-01"
83335,"C","2020-06-01"
83345,"C","2020-06-01"
83351,"C","2020-06-01"
83357,"C","2020-06-01"
83385,"C","2020-06-01"
83391,"C","2020-06-01"
83403,"C","2020-06-01"
83407,"C","2020-06-01"
83411,"C","2020-06-01"
83413,"C","2020-06-01"
83415,"C","2020-06-01"
83427,"C","2020-06-01"
83429,"C","2020-06-01"
83431,"C","2020-06-01"
83433,"C","2020-06-01"
83443,"C","2020-06-01"
83451,"C","2020-06-01"
83453,"C","2020-06-01"
83455,"C","2020-06-01"
83459,"C","2020-06-01"
83497,"C","2020-06-01"
83533,"C","2020-06-01"
83547,"C","2020-06-01"
83559,"C","2020-06-01"
83561,"C","2020-06-01"
83565,"C","2020-06-01"
83567,"A","2020-06-01"
83575,"C","2020-06-01"
83583,"C","2020-06-01"
83593,"C","2020-06-01"
83595,"C","2020-06-01"
83597,"C","2020-06-01"
83599,"C","2020-06-01"
83603,"A","2020-06-01"
83605,"A","2020-06-01"
83615,"C","2020-06-01"
83617,"C","2020-06-01"
83625,"C","2020-06-01"
83637,"C","2020-06-01"
83645,"C","2020-06-01"
83661,"C","2020-06-01"
83671,"C","2020-06-01"
83685,"C","2020-06-01"
83693,"C","2020-06-01"
83695,"C","2020-06-01"
83699,"C","2020-06-01"
83701,"C","2020-06-01"
83713,"A","2020-06-01"
83717,"C","2020-06-01"
83723,"C","2020-06-01"
83727,"C","2020-06-01"
83735,"C","2020-06-01"
83737,"C","2020-06-01"
83741,"C","2020-06-01"
83757,"C","2020-06-01"
83785,"A","2020-06-01"
83795,"C","2020-06-01"
83799,"C","2020-06-01"
83803,"C","2020-06-01"
83811,"C","2020-06-01"
83825,"C","2020-06-01"
83835,"C","2020-06-01"
83839,"C","2020-06-01"
83843,"C","2020-06-01"
83857,"C","2020-06-01"
83865,"C","2020-06-01"
83873,"C","2020-06-01"
83875,"C","2020-06-01"
83893,"C","2020-06-01"
83895,"C","2020-06-01"
83899,"C","2020-06-01"
83925,"C","2020-06-01"
83929,"A","2020-06-01"
83941,"C","2020-06-01"
83943,"C","2020-06-01"
83957,"C","2020-06-01"
83975,"C","2020-06-01"
83979,"C","2020-06-01"
83981,"C","2020-06-01"
83999,"A","2020-06-01"
84007,"C","2020-06-01"
84013,"A","2020-06-01"
84017,"A","2020-06-01"
84039,"B","2020-06-01"
84043,"C","2020-06-01"
84047,"C","2020-06-01"
84051,"C","2020-06-01"
84081,"C","2020-06-01"
84109,"C","2020-06-01"
84123,"C","2020-06-01"
84151,"C","2020-06-01"
84189,"C","2020-06-01"
84193,"C","2020-06-01"
84199,"C","2020-06-01"
84205,"C","2020-06-01"
84207,"C","2020-06-01"
84209,"C","2020-06-01"
84217,"C","2020-06-01"
84221,"C","2020-06-01"
84223,"C","2020-06-01"
84225,"C","2020-06-01"
84227,"C","2020-06-01"
84229,"C","2020-06-01"
84241,"C","2020-06-01"
84261,"C","2020-06-01"
84271,"C","2020-06-01"
84289,"C","2020-06-01"
84305,"C","2020-06-01"
84313,"C","2020-06-01"
84337,"C","2020-06-01"
84345,"C","2020-06-01"
84349,"C","2020-06-01"
84351,"C","2020-06-01"
84357,"C","2020-06-01"
84359,"C","2020-06-01"
84363,"C","2020-06-01"
84383,"A","2020-06-01"
84393,"A","2020-06-01"
84399,"C","2020-06-01"
84403,"C","2020-06-01"
84407,"A","2020-06-01"
84417,"C","2020-06-01"
84423,"C","2020-06-01"
84427,"C","2020-06-01"
84433,"C","2020-06-01"
84437,"C","2020-06-01"
84453,"B","2020-06-01"
84471,"C","2020-06-01"
84473,"C","2020-06-01"
84485,"C","2020-06-01"
84563,"C","2020-06-01"
84627,"B","2020-06-01"
84629,"C","2020-06-01"
84711,"C","2020-06-01"
84739,"C","2020-06-01"
84743,"C","2020-06-01"
84745,"C","2020-06-01"
84757,"C","2020-06-01"
84761,"C","2020-06-01"
84763,"C","2020-06-01"
84785,"C","2020-06-01"
84791,"C","2020-06-01"
84795,"C","2020-06-01"
84813,"C","2020-06-01"
84815,"C","2020-06-01"
84823,"C","2020-06-01"
84827,"C","2020-06-01"
84829,"C","2020-06-01"
84847,"C","2020-06-01"
84859,"C","2020-06-01"
84899,"C","2020-06-01"
84941,"C","2020-06-01"
84943,"C","2020-06-01"
84953,"C","2020-06-01"
84959,"C","2020-06-01"
84969,"C","2020-06-01"
84971,"C","2020-06-01"
84975,"C","2020-06-01"
84993,"C","2020-06-01"
84997,"C","2020-06-01"
84999,"C","2020-06-01"
85001,"C","2020-06-01"
85019,"C","2020-06-01"
85021,"C","2020-06-01"
85027,"C","2020-06-01"
85029,"C","2020-06-01"
85037,"C","2020-06-01"
85047,"C","2020-06-01"
85051,"C","2020-06-01"
85063,"C","2020-06-01"
85077,"C","2020-07-01"
85081,"C","2020-07-01"
85083,"C","2020-07-01"
85087,"C","2020-07-01"
85089,"C","2020-07-01"
85093,"C","2020-07-01"
85125,"C","2020-07-01"
85137,"C","2020-07-01"
85147,"C","2020-07-01"
85151,"C","2020-07-01"
85167,"B","2020-07-01"
85171,"C","2020-07-01"
85177,"C","2020-07-01"
85183,"B","2020-07-01"
85185,"A","2020-07-01"
85199,"A","2020-07-01"
85207,"B","2020-07-01"
85209,"C","2020-07-01"
85231,"B","2020-07-01"
85249,"C","2020-07-01"
85251,"C","2020-07-01"
85263,"C","2020-07-01"
85265,"C","2020-07-01"
85275,"C","2020-07-01"
85285,"C","2020-07-01"
85295,"A","2020-07-01"
85299,"C","2020-07-01"
85307,"C","2020-07-01"
85311,"C","2020-07-01"
85317,"C","2020-07-01"
85323,"C","2020-07-01"
85343,"C","2020-07-01"
85363,"C","2020-07-01"
85365,"C","2020-07-01"
85395,"C","2020-07-01"
85409,"C","2020-07-01"
85421,"A","2020-07-01"
85427,"C","2020-07-01"
85443,"C","2020-07-01"
85451,"C","2020-07-01"
85511,"C","2020-07-01"
85515,"C","2020-07-01"
85517,"C","2020-07-01"
85565,"C","2020-07-01"
85567,"B","2020-07-01"
85573,"C","2020-07-01"
85595,"C","2020-07-01"
85601,"C","2020-07-01"
85609,"C","2020-07-01"
85617,"C","2020-07-01"
85621,"C","2020-07-01"
85623,"C","2020-07-01"
85625,"C","2020-07-01"
85633,"C","2020-07-01"
85635,"C","2020-07-01"
85645,"C","2020-07-01"
85649,"C","2020-07-01"
85669,"C","2020-07-01"
85683,"B","2020-07-01"
85687,"C","2020-07-01"
85705,"B","2020-07-01"
85709,"C","2020-07-01"
85717,"C","2020-07-01"
85719,"C","2020-07-01"
85721,"C","2020-07-01"
85725,"C","2020-07-01"
85727,"C","2020-07-01"
85735,"C","2020-07-01"
85737,"C","2020-07-01"
85761,"C","2020-07-01"
85765,"C","2020-07-01"
85771,"C","2020-07-01"
85775,"C","2020-07-01"
85781,"C","2020-07-01"
85783,"C","2020-07-01"
85797,"C","2020-07-01"
85851,"C","2020-07-01"
85877,"C","2020-07-01"
85901,"C","2020-07-01"
85907,"C","2020-07-01"
85915,"C","2020-07-01"
85929,"C","2020-07-01"
85931,"C","2020-07-01"
85933,"C","2020-07-01"
85941,"C","2020-07-01"
85943,"C","2020-07-01"
85951,"C","2020-07-01"
85995,"C","2020-07-01"
85997,"C","2020-07-01"
85999,"C","2020-07-01"
86003,"C","2020-07-01"
86015,"C","2020-07-01"
86025,"C","2020-07-01"
86027,"C","2020-07-01"
86033,"C","2020-07-01"
86035,"C","2020-07-01"
86045,"C","2020-07-01"
86049,"A","2020-07-01"
86063,"C","2020-07-01"
86065,"C","2020-07-01"
86089,"C","2020-07-01"
86097,"A","2020-07-01"
86121,"C","2020-07-01"
86149,"C","2020-07-01"
86153,"C","2020-07-01"
86157,"B","2020-07-01"
86175,"C","2020-07-01"
86177,"C","2020-07-01"
86181,"C","2020-07-01"
86183,"C","2020-07-01"
86189,"C","2020-07-01"
86191,"C","2020-07-01"
86193,"C","2020-07-01"
86195,"C","2020-07-01"
86197,"C","2020-07-01"
86201,"C","2020-07-01"
86207,"B","2020-07-01"
86209,"C","2020-07-01"
86217,"C","2020-07-01"
86233,"C","2020-07-01"
86241,"C","2020-07-01"
86251,"C","2020-07-01"
86257,"B","2020-07-01"
86261,"C","2020-07-01"
86263,"C","2020-07-01"
86273,"C","2020-07-01"
86281,"C","2020-07-01"
86301,"A","2020-07-01"
86319,"C","2020-07-01"
86323,"C","2020-07-01"
86325,"C","2020-07-01"
86365,"C","2020-07-01"
86367,"C","2020-07-01"
86369,"C","2020-07-01"
86371,"A","2020-07-01"
86389,"C","2020-07-01"
86391,"C","2020-07-01"
86397,"C","2020-07-01"
86399,"C","2020-07-01"
86405,"C","2020-07-01"
86407,"C","2020-07-01"
86417,"C","2020-07-01"
86419,"C","2020-07-01"
86427,"C","2020-07-01"
86431,"C","2020-07-01"
86433,"C","2020-07-01"
86449,"C","2020-07-01"
86451,"C","2020-07-01"
86453,"C","2020-07-01"
86465,"C","2020-07-01"
86473,"C","2020-07-01"
86481,"C","2020-07-01"
86499,"C","2020-07-01"
86511,"C","2020-07-01"
86527,"C","2020-07-01"
86531,"C","2020-07-01"
86541,"C","2020-07-01"
86545,"C","2020-07-01"
86549,"C","2020-07-01"
86561,"C","2020-07-01"
86577,"C","2020-07-01"
86583,"C","2020-07-01"
86585,"C","2020-07-01"
86589,"C","2020-07-01"
86591,"C","2020-07-01"
86597,"C","2020-07-01"
86601,"C","2020-07-01"
86607,"C","2020-07-01"
86609,"C","2020-07-01"
86611,"C","2020-07-01"
86615,"C","2020-07-01"
86627,"C","2020-07-01"
86643,"C","2020-07-01"
86653,"C","2020-07-01"
86683,"C","2020-07-01"
86687,"C","2020-07-01"
86697,"C","2020-07-01"
86721,"C","2020-07-01"
86723,"C","2020-07-01"
86727,"C","2020-07-01"
86779,"C","2020-07-01"
86791,"C","2020-07-01"
86801,"C","2020-07-01"
86807,"C","2020-07-01"
86809,"C","2020-07-01"
86813,"C","2020-07-01"
86821,"C","2020-07-01"
86833,"C","2020-07-01"
86839,"C","2020-07-01"
86847,"C","2020-07-01"
86857,"C","2020-07-01"
86861,"C","2020-07-01"
86877,"C","2020-07-01"
86901,"C","2020-07-01"
86903,"C","2020-07-01"
86905,"A","2020-07-01"
86909,"C","2020-07-01"
86911,"C","2020-07-01"
86913,"C","2020-07-01"
86925,"C","2020-07-01"
86945,"C","2020-07-01"
86949,"C","2020-07-01"
86957,"C","2020-07-01"
86967,"C","2020-07-01"
86973,"C","2020-07-01"
86991,"C","2020-07-01"
86997,"C","2020-07-01"
86999,"C","2020-07-01"
87001,"C","2020-07-01"
87015,"C","2020-07-01"
87037,"C","2020-07-01"
87061,"C","2020-07-01"
87063,"C","2020-07-01"
87067,"C","2020-07-01"
87073,"C","2020-07-01"
87075,"C","2020-07-01"
87085,"C","2020-07-01"
87089,"C","2020-07-01"
87095,"C","2020-07-01"
87103,"C","2020-07-01"
87123,"C","2020-07-01"
87141,"C","2020-07-01"
87145,"C","2020-07-01"
87147,"C","2020-07-01"
87153,"C","2020-07-01"
87165,"C","2020-07-01"
87171,"C","2020-07-01"
87175,"C","2020-07-01"
87181,"C","2020-07-01"
87183,"C","2020-07-01"
87203,"C","2020-07-01"
87219,"C","2020-07-01"
87235,"C","2020-07-01"
87237,"C","2020-07-01"
87239,"C","2020-07-01"
87245,"C","2020-07-01"
87247,"C","2020-07-01"
87263,"C","2020-07-01"
87269,"C","2020-07-01"
87277,"C","2020-07-01"
87283,"C","2020-07-01"
87285,"C","2020-07-01"
87295,"C","2020-07-01"
87307,"C","2020-07-01"
87309,"C","2020-07-01"
87325,"C","2020-07-01"
87331,"C","2020-07-01"
87337,"B","2020-07-01"
87341,"C","2020-07-01"
87343,"C","2020-07-01"
87349,"C","2020-07-01"
87379,"C","2020-07-01"
87387,"C","2020-07-01"
87395,"C","2020-07-01"
87397,"C","2020-07-01"
87423,"C","2020-07-01"
87429,"C","2020-07-01"
87437,"C","2020-07-01"
87449,"C","2020-07-01"
87463,"C","2020-07-01"
87467,"C","2020-07-01"
87469,"C","2020-07-01"
87477,"C","2020-07-01"
87493,"A","2020-07-01"
87499,"C","2020-07-01"
87507,"A","2020-07-01"
87509,"C","2020-07-01"
87513,"C","2020-07-01"
87515,"C","2020-07-01"
87529,"C","2020-07-01"
87531,"C","2020-07-01"
87533,"C","2020-07-01"
87553,"C","2020-07-01"
87555,"C","2020-07-01"
87557,"C","2020-07-01"
87567,"C","2020-07-01"
87569,"C","2020-07-01"
87575,"A","2020-07-01"
87579,"C","2020-07-01"
87581,"C","2020-07-01"
87585,"C","2020-07-01"
87591,"C","2020-07-01"
87605,"C","2020-07-01"
87607,"C","2020-07-01"
87611,"C","2020-07-01"
87613,"C","2020-07-01"
87625,"C","2020-07-01"
87627,"C","2020-07-01"
87631,"C","2020-07-01"
87655,"C","2020-07-01"
87663,"C","2020-07-01"
87665,"C","2020-07-01"
87667,"C","2020-07-01"
87669,"B","2020-07-01"
87671,"B","2020-07-01"
87675,"C","2020-07-01"
87677,"C","2020-07-01"
87689,"C","2020-07-01"
87691,"A","2020-07-01"
87693,"C","2020-07-01"
87695,"C","2020-07-01"
87709,"C","2020-07-01"
87711,"C","2020-07-01"
87713,"C","2020-07-01"
87715,"C","2020-07-01"
87717,"C","2020-07-01"
87719,"A","2020-07-01"
87721,"C","2020-07-01"
87731,"A","2020-07-01"
87739,"C","2020-07-01"
87741,"C","2020-07-01"
87743,"B","2020-07-01"
87747,"C","2020-07-01"
87751,"C","2020-07-01"
87753,"C","2020-07-01"
87755,"C","2020-07-01"
87757,"C","2020-07-01"
87759,"C","2020-07-01"
87761,"C","2020-07-01"
87765,"C","2020-07-01"
87767,"C","2020-07-01"
87771,"C","2020-07-01"
87773,"C","2020-07-01"
87775,"C","2020-07-01"
87777,"C","2020-07-01"
87781,"C","2020-07-01"
87783,"C","2020-07-01"
87793,"C","2020-07-01"
87795,"C","2020-07-01"
87797,"C","2020-07-01"
87801,"C","2020-07-01"
87803,"C","2020-07-01"
87805,"C","2020-07-01"
87807,"C","2020-07-01"
87809,"C","2020-07-01"
87811,"C","2020-07-01"
87813,"C","2020-07-01"
87815,"C","2020-07-01"
87817,"C","2020-07-01"
87819,"C","2020-07-01"
87821,"C","2020-07-01"
87823,"C","2020-07-01"
87825,"C","2020-07-01"
87827,"C","2020-07-01"
87829,"C","2020-07-01"
87831,"C","2020-07-01"
87833,"C","2020-07-01"
87835,"C","2020-07-01"
87837,"C","2020-07-01"
87839,"C","2020-07-01"
87841,"C","2020-07-01"
87849,"C","2020-07-01"
87851,"C","2020-07-01"
87857,"C","2020-07-01"
87865,"B","2020-07-01"
87869,"C","2020-07-01"
87873,"C","2020-07-01"
87875,"C","2020-07-01"
87891,"B","2020-07-01"
87897,"C","2020-07-01"
87899,"C","2020-07-01"
87903,"C","2020-07-01"
87927,"C","2020-07-01"
87929,"C","2020-07-01"
87931,"C","2020-07-01"
87933,"C","2020-07-01"
87935,"C","2020-07-01"
87939,"C","2020-07-01"
87941,"C","2020-07-01"
87943,"C","2020-07-01"
87945,"C","2020-07-01"
87973,"C","2020-07-01"
87979,"C","2020-07-01"
87983,"C","2020-07-01"
87985,"C","2020-07-01"
87987,"A","2020-07-01"
87989,"C","2020-07-01"
87993,"B","2020-07-01"
87997,"C","2020-07-01"
88003,"C","2020-07-01"
88009,"A","2020-07-01"
88047,"C","2020-07-01"
88065,"B","2020-07-01"
88071,"C","2020-07-01"
88077,"C","2020-07-01"
88083,"C","2020-07-01"
88097,"C","2020-07-01"
88103,"C","2020-07-01"
88111,"C","2020-07-01"
88131,"C","2020-07-01"
88133,"C","2020-07-01"
88147,"C","2020-07-01"
88149,"C","2020-07-01"
88175,"C","2020-07-01"
88187,"C","2020-07-01"
88195,"C","2020-07-01"
88219,"C","2020-07-01"
88245,"C","2020-07-01"
88247,"C","2020-07-01"
88257,"C","2020-07-01"
88271,"C","2020-07-01"
88273,"C","2020-07-01"
88275,"C","2020-07-01"
88289,"C","2020-07-01"
88291,"C","2020-07-01"
88313,"C","2020-07-01"
88315,"C","2020-07-01"
88323,"C","2020-07-01"
88339,"C","2020-07-01"
88351,"A","2020-07-01"
88363,"C","2020-07-01"
88391,"C","2020-07-01"
88393,"C","2020-07-01"
88397,"C","2020-07-01"
88405,"C","2020-07-01"
88409,"C","2020-07-01"
88411,"C","2020-07-01"
88423,"C","2020-07-01"
88449,"A","2020-07-01"
88467,"C","2020-07-01"
88469,"C","2020-07-01"
88479,"B","2020-07-01"
88481,"C","2020-07-01"
88493,"C","2020-07-01"
88497,"B","2020-07-01"
88511,"C","2020-07-01"
88531,"C","2020-07-01"
88537,"B","2020-07-01"
88555,"C","2020-07-01"
88583,"C","2020-07-01"
88585,"C","2020-07-01"
88595,"C","2020-07-01"
88599,"C","2020-07-01"
88607,"C","2020-07-01"
88613,"C","2020-07-01"
88617,"C","2020-07-01"
88621,"C","2020-07-01"
88623,"C","2020-07-01"
88631,"C","2020-07-01"
88647,"C","2020-07-01"
88651,"C","2020-07-01"
88653,"C","2020-07-01"
88659,"C","2020-07-01"
88669,"C","2020-07-01"
88693,"C","2020-07-01"
88709,"C","2020-07-01"
88715,"C","2020-07-01"
88717,"C","2020-07-01"
88723,"C","2020-07-01"
88765,"C","2020-07-01"
88789,"C","2020-07-01"
88817,"C","2020-07-01"
88819,"C","2020-07-01"
88823,"C","2020-07-01"
88827,"C","2020-07-01"
88843,"C","2020-07-01"
88849,"C","2020-07-01"
88851,"C","2020-07-01"
88857,"B","2020-07-01"
88861,"C","2020-07-01"
88871,"C","2020-07-01"
88885,"C","2020-07-01"
88907,"C","2020-07-01"
88915,"C","2020-07-01"
88951,"C","2020-07-01"
88957,"B","2020-07-01"
88967,"C","2020-07-01"
88975,"A","2020-07-01"
88983,"C","2020-07-01"
88985,"C","2020-07-01"
88991,"C","2020-07-01"
89005,"B","2020-07-01"
89029,"C","2020-07-01"
89031,"A","2020-07-01"
89059,"C","2020-07-01"
89065,"C","2020-07-01"
89071,"C","2020-07-01"
89073,"B","2020-07-01"
89077,"B","2020-07-01"
89083,"B","2020-07-01"
89085,"A","2020-07-01"
89087,"C","2020-07-01"
89109,"C","2020-07-01"
89117,"B","2020-07-01"
89133,"C","2020-07-01"
89143,"C","2020-07-01"
89147,"B","2020-07-01"
89157,"A","2020-07-01"
89163,"C","2020-07-01"
89183,"C","2020-07-01"
89195,"A","2020-07-01"
89197,"C","2020-07-01"
89203,"A","2020-07-01"
89211,"C","2020-07-01"
89219,"B","2020-07-01"
89233,"C","2020-07-01"
89247,"C","2020-07-01"
89249,"C","2020-07-01"
89253,"C","2020-07-01"
89265,"A","2020-07-01"
89269,"A","2020-07-01"
89271,"A","2020-07-01"
89281,"C","2020-07-01"
89289,"C","2020-07-01"
89309,"A","2020-07-01"
89311,"C","2020-07-01"
89313,"C","2020-07-01"
89317,"C","2020-07-01"
89321,"B","2020-07-01"
89325,"C","2020-07-01"
89327,"C","2020-07-01"
89329,"C","2020-07-01"
89333,"C","2020-07-01"
89335,"C","2020-07-01"
89341,"C","2020-07-01"
89343,"C","2020-07-01"
89349,"C","2020-07-01"
89359,"C","2020-07-01"
89361,"C","2020-07-01"
89365,"C","2020-07-01"
89377,"C","2020-07-01"
89379,"C","2020-07-01"
89383,"C","2020-07-01"
89395,"C","2020-07-01"
89401,"A","2020-07-01"
89421,"C","2020-07-01"
89425,"B","2020-07-01"
89449,"C","2020-07-01"
89467,"C","2020-07-01"
89469,"C","2020-07-01"
89479,"C","2020-07-01"
89481,"C","2020-07-01"
89483,"C","2020-07-01"
89491,"C","2020-07-01"
89493,"C","2020-07-01"
89497,"C","2020-07-01"
89501,"C","2020-07-01"
89503,"C","2020-07-01"
89505,"C","2020-07-01"
89513,"C","2020-07-01"
89517,"C","2020-07-01"
89531,"C","2020-07-01"
89533,"C","2020-07-01"
89543,"C","2020-07-01"
89545,"C","2020-07-01"
89557,"C","2020-07-01"
89559,"C","2020-07-01"
89561,"C","2020-07-01"
89565,"C","2020-07-01"
89597,"C","2020-07-01"
89605,"C","2020-07-01"
89611,"C","2020-07-01"
89617,"C","2020-07-01"
89619,"A","2020-07-01"
89623,"C","2020-07-01"
89625,"C","2020-07-01"
89627,"C","2020-07-01"
89671,"C","2020-08-01"
89703,"A","2020-08-01"
89711,"C","2020-08-01"
89713,"C","2020-08-01"
89721,"A","2020-08-01"
89725,"A","2020-08-01"
89733,"C","2020-08-01"
89743,"B","2020-08-01"
89783,"C","2020-08-01"
89791,"C","2020-08-01"
89795,"C","2020-08-01"
89813,"A","2020-08-01"
89815,"C","2020-08-01"
89819,"B","2020-08-01"
89829,"A","2020-08-01"
89837,"A","2020-08-01"
89839,"C","2020-08-01"
89853,"A","2020-08-01"
89855,"B","2020-08-01"
89865,"C","2020-08-01"
89871,"C","2020-08-01"
89873,"C","2020-08-01"
89877,"C","2020-08-01"
89883,"C","2020-08-01"
89897,"C","2020-08-01"
89905,"C","2020-08-01"
89919,"C","2020-08-01"
89937,"C","2020-08-01"
89939,"C","2020-08-01"
89955,"C","2020-08-01"
89973,"C","2020-08-01"
89975,"C","2020-08-01"
89981,"C","2020-08-01"
89999,"C","2020-08-01"
90003,"C","2020-08-01"
90015,"C","2020-08-01"
90033,"C","2020-08-01"
90051,"A","2020-08-01"
90085,"A","2020-08-01"
90089,"C","2020-08-01"
90093,"C","2020-08-01"
90097,"C","2020-08-01"
90103,"C","2020-08-01"
90107,"C","2020-08-01"
90115,"C","2020-08-01"
90119,"C","2020-08-01"
90121,"C","2020-08-01"
90131,"A","2020-08-01"
90147,"C","2020-08-01"
90159,"C","2020-08-01"
90175,"C","2020-08-01"
90183,"C","2020-08-01"
90185,"C","2020-08-01"
90201,"C","2020-08-01"
90209,"C","2020-08-01"
90211,"C","2020-08-01"
90213,"C","2020-08-01"
90217,"C","2020-08-01"
90219,"C","2020-08-01"
90223,"B","2020-08-01"
90225,"C","2020-08-01"
90227,"C","2020-08-01"
90237,"B","2020-08-01"
90247,"C","2020-08-01"
90253,"A","2020-08-01"
90255,"B","2020-08-01"
90261,"A","2020-08-01"
