"id_cliente","mes","diasatraso_findemes","deuda_findemes"
1237505,"2022-02-01",0,87551
1237505,"2022-03-01",0,68177
1237505,"2022-04-01",0,77299
1238141,"2020-09-01",0,-45757
1238141,"2020-10-01",0,-22402
1238141,"2020-11-01",0,-29365
1238141,"2020-12-01",0,-28690
1238141,"2021-01-01",0,-16963
1238141,"2021-02-01",0,-15975
1238141,"2021-03-01",0,-5789
1238141,"2021-04-01",0,-3082
1238141,"2021-05-01",0,-1602
1238141,"2021-06-01",0,-4300
1238141,"2021-07-01",0,-10495
1238141,"2021-08-01",0,-990
1238141,"2021-09-01",0,-4659
1238141,"2021-10-01",0,-6230
1238141,"2021-11-01",0,-5958
1238141,"2021-12-01",0,-1938
1238141,"2022-01-01",0,-8962
1238141,"2022-02-01",0,-3808
1238141,"2022-03-01",0,-3496
1238141,"2022-04-01",0,-545
1239949,"2022-01-01",0,2583
1239949,"2022-02-01",0,3718
1239949,"2022-03-01",1,2441
1239949,"2022-04-01",0,2225
1240585,"2020-09-01",0,537
1240585,"2020-10-01",6,5359
1240585,"2020-11-01",2,3700
1240585,"2020-12-01",0,1681
1240585,"2021-01-01",4,2280
1240585,"2021-02-01",1,3997
1240585,"2021-03-01",3,2940
1240585,"2021-04-01",7,1661
1240585,"2021-05-01",1,659
1240585,"2021-06-01",3,1161
1240585,"2021-07-01",0,1835
1240585,"2021-08-01",5,3723
1240585,"2021-09-01",0,3997
1240585,"2021-10-01",5,3181
1240585,"2021-11-01",0,3905
1240585,"2021-12-01",6,7714
1240585,"2022-01-01",0,1545
1240585,"2022-02-01",0,3724
1240585,"2022-03-01",0,2110
1240585,"2022-04-01",14,3836
1243261,"2020-09-01",0,-6531
1243261,"2020-10-01",0,-24847
1243261,"2020-11-01",0,-49144
1243261,"2020-12-01",0,-62254
1243261,"2021-01-01",0,-47611
1243261,"2021-02-01",0,-72313
1243261,"2021-03-01",0,-38086
1243261,"2021-04-01",0,-55876
1243261,"2021-05-01",0,-30028
1243261,"2021-06-01",0,-3478
1243261,"2021-07-01",0,-39457
1243261,"2021-08-01",0,-14815
1243261,"2021-09-01",0,-36055
1243261,"2021-10-01",0,-2721
1243261,"2021-11-01",0,-29174
1243261,"2021-12-01",0,-105294
1243261,"2022-01-01",0,-24281
1243261,"2022-02-01",0,-65228
1243261,"2022-03-01",0,-48860
1243261,"2022-04-01",0,-1
1243267,"2020-11-01",0,4319
1243267,"2020-12-01",0,11317
1243267,"2021-01-01",0,2154
1243267,"2021-02-01",0,10231
1243267,"2021-04-01",0,3901
1243267,"2021-05-01",0,311
1243267,"2021-06-01",0,5885
1243267,"2021-07-01",0,6862
1243267,"2021-08-01",0,7740
1243267,"2021-09-01",0,8236
1243267,"2021-10-01",0,8227
1243267,"2021-11-01",0,2878
1243267,"2021-12-01",0,22196
1243267,"2022-01-01",0,2214
1243267,"2022-02-01",0,11871
1243267,"2022-03-01",0,5296
1243267,"2022-04-01",0,2100
1243319,"2020-09-01",0,7916
1243319,"2020-10-01",0,7992
1243319,"2020-11-01",0,7798
1243319,"2020-12-01",0,7922
1243319,"2021-03-01",0,14987
1243319,"2021-04-01",0,13821
1243319,"2021-05-01",0,14362
1243319,"2021-06-01",4,11428
1243319,"2021-07-01",14,14307
1243319,"2021-08-01",0,8015
1243319,"2021-09-01",0,14769
1243319,"2021-10-01",10,14980
1243319,"2021-11-01",0,12639
1243319,"2021-12-01",0,29720
1243319,"2022-01-01",0,14819
1243319,"2022-02-01",0,4804
1243321,"2020-09-01",0,4766
1243321,"2020-10-01",0,4568
1243321,"2020-11-01",0,4915
1243321,"2020-12-01",0,4760
1243321,"2021-01-01",0,1308
1243321,"2021-02-01",15,1308
1243321,"2021-03-01",4,4878
1243321,"2021-04-01",5,4838
1243321,"2021-08-01",0,2858
1243321,"2021-09-01",0,3812
1243321,"2021-10-01",0,4863
1243321,"2021-11-01",3,2649
1243321,"2022-01-01",0,1447
1243321,"2022-02-01",0,2619
1243321,"2022-04-01",0,1810
1243329,"2020-09-01",10,473
1243329,"2020-10-01",0,1224
1243329,"2020-11-01",0,2301
1243329,"2020-12-01",0,2263
1243329,"2021-01-01",0,946
1243329,"2021-02-01",0,1198
1243329,"2021-04-01",0,471
1243329,"2021-05-01",0,117
1243329,"2021-08-01",0,2603
1243329,"2021-09-01",0,3827
1243329,"2021-10-01",0,4197
1243329,"2021-11-01",0,922
1243329,"2021-12-01",0,9282
1243329,"2022-01-01",0,3813
1243329,"2022-02-01",4,1676
1243329,"2022-03-01",0,1148
1243461,"2020-09-01",0,1344
1243461,"2020-10-01",0,5543
1243461,"2020-11-01",4,6352
1243461,"2020-12-01",0,10522
1243461,"2021-01-01",14,6735
1243461,"2021-02-01",2,5476
1243461,"2021-03-01",0,8919
1243461,"2021-04-01",0,12020
1243461,"2021-05-01",17,7465
1243461,"2021-06-01",46,4369
1243461,"2021-07-01",0,4404
1243461,"2021-08-01",1,5076
1243461,"2021-09-01",0,2122
1243461,"2021-10-01",0,9046
1243461,"2021-11-01",0,7556
1243461,"2021-12-01",1,19952
1243461,"2022-01-01",28,8166
1243461,"2022-02-01",0,7346
1243461,"2022-03-01",0,9061
1243461,"2022-04-01",1,8623
1243463,"2020-09-01",215,638
1243477,"2021-03-01",0,4344
1243477,"2022-03-01",0,4089
1243477,"2022-04-01",0,2923
1243621,"2021-05-01",0,1040
1243777,"2022-02-01",0,5166
1243777,"2022-03-01",6,5852
1243847,"2020-09-01",0,97038
1243847,"2020-10-01",0,158033
1243847,"2020-11-01",0,174954
1243847,"2020-12-01",0,74397
1243847,"2021-01-01",27,74397
1243847,"2021-02-01",55,74397
1243847,"2021-03-01",86,74397
1243847,"2021-04-01",116,59307
1243847,"2021-05-01",147,59307
1243847,"2021-06-01",177,59307
1243855,"2020-09-01",0,1282
1244003,"2020-09-01",0,2113
1244003,"2020-10-01",0,5345
1244003,"2020-11-01",0,3437
1244003,"2020-12-01",0,6593
1244003,"2021-01-01",4,6154
1244003,"2021-02-01",0,4311
1244003,"2021-03-01",0,7473
1244003,"2021-04-01",0,-64
1244003,"2021-05-01",0,7095
1244003,"2021-06-01",0,-64
1244003,"2021-07-01",0,-64
1244003,"2021-08-01",7,8204
1244003,"2021-09-01",7,14867
1244003,"2021-10-01",0,11121
1244003,"2021-11-01",0,9496
1244003,"2021-12-01",0,13256
1244003,"2022-02-01",0,8427
1244003,"2022-03-01",0,2319
1244003,"2022-04-01",0,13047
1244443,"2020-11-01",0,5417
1244443,"2020-12-01",0,8093
1244443,"2021-01-01",1,2555
1244443,"2021-03-01",0,2198
1244443,"2021-04-01",2,6517
1244443,"2021-05-01",2,2370
1244443,"2021-07-01",4,3888
1244443,"2021-08-01",0,3543
1244443,"2021-09-01",0,6244
1244443,"2021-10-01",0,6085
1244443,"2021-11-01",0,6764
1244443,"2021-12-01",0,9608
1244443,"2022-01-01",0,2059
1244443,"2022-02-01",0,9213
1244443,"2022-03-01",14,3900
1244443,"2022-04-01",0,6062
1244467,"2020-12-01",7,1577
1244467,"2021-01-01",0,2117
1244467,"2021-02-01",2,2395
1244467,"2021-03-01",0,2418
1244467,"2021-05-01",0,1155
1244467,"2021-06-01",4,1482
1244467,"2021-07-01",0,1583
1244467,"2021-08-01",0,744
1244467,"2021-10-01",0,653
1244467,"2021-11-01",0,436
1244467,"2021-12-01",0,2652
1244467,"2022-01-01",0,1965
1244467,"2022-04-01",0,2894
1244531,"2020-09-01",0,311
1244531,"2020-10-01",0,394
1244531,"2020-11-01",4,4387
1244531,"2020-12-01",1,875
1244531,"2021-01-01",5,167
1244531,"2021-03-01",0,3620
1244531,"2021-04-01",0,5617
1244531,"2021-05-01",3,386
1244531,"2021-06-01",0,2205
1244531,"2021-07-01",2,993
1244531,"2021-08-01",2,1983
1244531,"2021-09-01",0,3620
1244531,"2021-10-01",0,4371
1244531,"2021-12-01",6,12312
1244531,"2022-01-01",0,485
1244531,"2022-02-01",6,4371
1244531,"2022-03-01",5,2185
1244531,"2022-04-01",1,4705
1244535,"2020-09-01",0,1308
1244535,"2020-10-01",0,8265
1244535,"2020-11-01",0,9976
1244535,"2020-12-01",0,9353
1244535,"2021-01-01",1,2127
1244535,"2021-02-01",7,8505
1244535,"2021-03-01",0,7671
1244535,"2021-04-01",2,9696
1244535,"2021-05-01",2,1733
1244535,"2021-06-01",7,4481
1244535,"2021-07-01",0,4992
1244535,"2021-08-01",0,7837
1244535,"2021-09-01",0,9178
1244535,"2021-10-01",0,9200
1244535,"2021-11-01",0,6820
1244535,"2021-12-01",0,13112
1244535,"2022-01-01",0,5049
1244535,"2022-02-01",1,8635
1244535,"2022-03-01",0,4117
1244535,"2022-04-01",0,10425
1244645,"2020-11-01",0,464
1244645,"2021-01-01",1,433
1244645,"2021-03-01",0,115
1244645,"2021-04-01",0,150
1244645,"2021-05-01",0,156
1244989,"2020-11-01",0,25163
1244989,"2020-12-01",0,25962
1244989,"2021-01-01",0,24308
1244989,"2021-02-01",0,25827
1244989,"2021-03-01",0,25663
1244989,"2021-04-01",0,9934
1244989,"2021-05-01",0,19941
1244989,"2021-06-01",0,19952
1244989,"2021-07-01",1,19372
1244989,"2021-08-01",0,19859
1244989,"2021-09-01",0,19967
1244989,"2021-10-01",0,20616
1244989,"2021-11-01",0,21131
1244989,"2021-12-01",0,39648
1244989,"2022-01-01",0,20525
1244989,"2022-02-01",0,20384
1244989,"2022-03-01",1,21098
1244989,"2022-04-01",3,34622
1244991,"2020-09-01",0,-36
1244991,"2020-10-01",0,-36
1244991,"2020-11-01",0,-36
1244991,"2020-12-01",0,-36
1244991,"2021-01-01",0,-36
1244991,"2021-02-01",0,-36
1244991,"2021-03-01",0,-36
1244991,"2021-04-01",0,-36
1244991,"2021-05-01",0,-36
1244991,"2021-06-01",0,-36
1244991,"2021-07-01",0,-36
1244991,"2021-08-01",0,-36
1244991,"2021-09-01",0,-36
1244991,"2021-10-01",0,-36
1244999,"2020-12-01",14,7427
1244999,"2021-01-01",10,7707
1244999,"2021-02-01",1,7959
1244999,"2021-03-01",0,1931
1244999,"2021-04-01",10,5390
1244999,"2021-05-01",41,5390
1244999,"2021-06-01",71,4485
1244999,"2021-07-01",102,4485
1244999,"2021-08-01",133,4484
1245249,"2021-09-01",0,3154
1245249,"2021-10-01",0,563
1245249,"2021-11-01",0,2990
1245249,"2021-12-01",0,3718
1245249,"2022-01-01",0,3263
1245249,"2022-02-01",0,3649
1245249,"2022-03-01",0,2891
1245249,"2022-04-01",0,1674
1249385,"2020-09-01",13,5931
1249385,"2020-10-01",0,7679
1249385,"2020-11-01",2,7897
1249385,"2020-12-01",0,7875
1249385,"2021-01-01",18,8206
1249385,"2021-02-01",46,8206
1249385,"2021-03-01",77,8206
1249385,"2021-04-01",107,8206
1249385,"2021-09-01",0,3984
1251413,"2020-10-01",0,1022
1251413,"2021-03-01",0,750
1251413,"2021-08-01",0,1927
1251413,"2021-09-01",0,2031
1254551,"2020-09-01",286,3098
1254551,"2020-10-01",317,3098
1254551,"2020-11-01",347,3098
1254551,"2020-12-01",378,3098
1254551,"2021-01-01",409,3098
1254551,"2021-02-01",437,3098
1254551,"2021-03-01",468,3098
1254551,"2021-04-01",498,3098
1254551,"2021-05-01",529,3098
1254551,"2021-06-01",559,3098
1254551,"2021-07-01",590,3098
1254551,"2021-08-01",621,3098
1254551,"2021-09-01",651,3098
1254551,"2021-10-01",682,3098
1256687,"2020-09-01",4,4692
1256687,"2020-10-01",0,9484
1256687,"2020-11-01",0,5480
1256687,"2020-12-01",0,2627
1256687,"2021-01-01",0,3716
1256687,"2021-02-01",1,14678
1256687,"2021-03-01",0,1145
1256687,"2021-04-01",0,8636
1256687,"2021-05-01",0,5201
1256687,"2021-06-01",0,4383
1256687,"2021-07-01",0,5504
1256687,"2021-08-01",0,5702
1256687,"2021-09-01",0,7590
1256687,"2021-10-01",0,9750
1256687,"2021-11-01",0,9757
1256687,"2021-12-01",0,13850
1256687,"2022-01-01",0,1292
1256687,"2022-02-01",0,9396
1256687,"2022-03-01",0,2814
1256687,"2022-04-01",0,7020
1256695,"2021-01-01",91,106210
1256695,"2021-02-01",91,106210
1256695,"2021-03-01",91,106210
1256695,"2021-04-01",91,106210
1256695,"2021-05-01",91,106210
1256695,"2021-06-01",91,106210
1256695,"2021-07-01",91,106210
1256695,"2021-08-01",91,95589
1256695,"2021-09-01",91,95589
1256695,"2021-10-01",91,95589
1256695,"2021-11-01",91,84968
1256695,"2021-12-01",91,84968
1256695,"2022-01-01",91,84968
1256695,"2022-02-01",91,84968
1256695,"2022-03-01",91,84968
1256695,"2022-04-01",91,84968
1262843,"2020-12-01",0,19789
1262843,"2021-04-01",0,3780
1262843,"2021-06-01",0,12966
1262843,"2021-07-01",0,17021
1262843,"2021-08-01",0,10007
1262843,"2021-09-01",0,17571
1262843,"2021-10-01",0,15333
1262843,"2021-11-01",3,19088
1262843,"2021-12-01",6,38346
1262843,"2022-01-01",0,16645
1262843,"2022-02-01",0,21136
1262843,"2022-03-01",0,13869
1262843,"2022-04-01",0,19764
1262937,"2020-09-01",0,1305
1262937,"2020-10-01",6,5703
1262937,"2020-11-01",3,2644
1262937,"2020-12-01",0,2075
1262937,"2021-01-01",9,2793
1262937,"2021-02-01",6,1260
1262937,"2021-03-01",4,3168
1262937,"2021-04-01",0,823
1262937,"2021-05-01",3,1070
1262937,"2021-06-01",3,1550
1262937,"2021-07-01",0,1621
1262937,"2021-08-01",7,3827
1262937,"2021-09-01",0,2944
1262937,"2021-10-01",2,5072
1262937,"2021-11-01",8,5142
1262937,"2021-12-01",0,8086
1262937,"2022-01-01",2,596
1262937,"2022-02-01",3,8490
1262937,"2022-03-01",34,8490
1262937,"2022-04-01",0,-440
1263205,"2020-09-01",0,6
1263205,"2020-11-01",0,16398
1263205,"2020-12-01",0,16852
1263205,"2021-04-01",0,17878
1263205,"2021-05-01",0,12990
1263205,"2021-06-01",0,11921
1263205,"2021-07-01",0,11120
1263205,"2021-08-01",0,9170
1263205,"2021-09-01",0,18310
1263205,"2021-10-01",0,11956
1263205,"2021-11-01",0,12991
1263205,"2021-12-01",0,39520
1263205,"2022-02-01",0,12368
1263205,"2022-04-01",0,12991
1263251,"2020-09-01",177,2842
1263251,"2020-10-01",208,2842
1263251,"2020-11-01",238,2842
1263251,"2021-05-01",0,238
1263251,"2021-06-01",0,2221
1263251,"2021-08-01",0,1763
1263251,"2021-09-01",0,1924
1263251,"2021-10-01",0,1948
1263251,"2021-11-01",0,2595
1263251,"2021-12-01",0,5798
1263251,"2022-01-01",2,2609
1263251,"2022-02-01",2,2954
1263251,"2022-03-01",0,1233
1263251,"2022-04-01",0,2026
1263541,"2020-11-01",3,9795
1263541,"2021-01-01",0,9112
1263541,"2021-02-01",11,6612
1263541,"2021-03-01",42,5440
1263541,"2021-04-01",72,5440
1263541,"2021-05-01",103,5440
1263541,"2021-06-01",133,5440
1263541,"2021-07-01",164,5439
1263541,"2021-08-01",195,5440
1263541,"2021-09-01",225,5440
1263541,"2021-10-01",256,5439
1263541,"2021-11-01",286,5439
1263541,"2021-12-01",317,10878
1263541,"2022-01-01",348,5439
1263541,"2022-02-01",376,5440
1263541,"2022-03-01",407,5440
1263541,"2022-04-01",437,5439
1263603,"2020-10-01",0,16997
1263603,"2020-11-01",3,19956
1263603,"2021-01-01",0,13403
1263603,"2021-04-01",0,19726
1263603,"2021-05-01",0,19954
1263603,"2021-06-01",0,19871
1263603,"2021-07-01",0,19877
1263603,"2021-08-01",0,19003
1263603,"2021-09-01",0,19887
1263603,"2021-10-01",0,19192
1263603,"2021-11-01",0,19919
1263603,"2021-12-01",0,39934
1263603,"2022-01-01",0,21884
1263603,"2022-02-01",0,19942
1263603,"2022-03-01",0,19962
1263603,"2022-04-01",0,21904
1263877,"2020-10-01",0,19603
1263877,"2020-11-01",0,18140
1263877,"2020-12-01",0,19718
1263877,"2021-02-01",0,16949
1263877,"2021-04-01",0,11921
1263877,"2021-05-01",0,14845
1263877,"2021-06-01",9,9670
1263877,"2021-07-01",0,12231
1263877,"2021-08-01",0,14182
1263877,"2021-09-01",0,2706
1263877,"2021-10-01",0,10359
1263877,"2021-11-01",2,11921
1263877,"2021-12-01",2,23042
1263877,"2022-01-01",0,11300
1263877,"2022-02-01",13,11300
1263877,"2022-03-01",44,11300
1263877,"2022-04-01",74,11300
1263879,"2020-09-01",0,1501
1263879,"2020-11-01",0,791
1263879,"2020-12-01",0,6001
1263879,"2021-05-01",0,11220
1263879,"2021-06-01",11,11220
1263879,"2021-08-01",0,11791
1263879,"2021-09-01",9,11791
1263879,"2021-11-01",0,11169
1263879,"2021-12-01",0,23388
1263879,"2022-01-01",11,11694
1263879,"2022-02-01",0,6057
1263879,"2022-03-01",0,998
1263879,"2022-04-01",0,4091
1263889,"2020-10-01",0,11043
1263889,"2020-12-01",0,8275
1263889,"2021-02-01",0,19892
1263889,"2021-04-01",0,12990
1263889,"2021-05-01",0,13102
1263889,"2021-06-01",0,7310
1263889,"2021-07-01",10,7310
1263889,"2021-08-01",0,12225
1263889,"2021-09-01",0,14709
1263889,"2021-10-01",10,8582
1263889,"2021-11-01",40,8582
1263889,"2021-12-01",71,17164
1263889,"2022-01-01",102,8582
1263889,"2022-02-01",130,8582
1263889,"2022-03-01",161,8582
1263889,"2022-04-01",191,8582
1264157,"2020-09-01",208,1988
1264157,"2020-10-01",239,1988
1264157,"2020-11-01",269,1988
1264157,"2020-12-01",300,1988
1264157,"2021-01-01",331,1988
1264157,"2021-02-01",359,1988
1264157,"2021-03-01",390,1988
1264157,"2021-04-01",420,1988
1264157,"2021-05-01",451,1988
1264157,"2021-06-01",481,1988
1264157,"2021-07-01",512,1988
1264157,"2021-08-01",543,1988
1264157,"2021-09-01",573,1988
1264157,"2021-10-01",604,1988
1264157,"2021-11-01",634,1988
1264185,"2020-09-01",208,5411
1264185,"2020-10-01",239,5411
1264185,"2020-11-01",269,5411
1264185,"2020-12-01",300,5411
1264185,"2021-01-01",331,5411
1264185,"2021-02-01",359,5411
1264185,"2021-03-01",390,5411
1264185,"2021-04-01",420,5411
1264185,"2021-05-01",451,5411
1264185,"2021-06-01",481,5411
1264185,"2021-07-01",512,5411
1264185,"2021-08-01",543,5411
1264185,"2021-09-01",573,5411
1264185,"2021-10-01",604,5411
1264185,"2021-11-01",634,5411
1264223,"2020-10-01",0,9777
1264223,"2020-11-01",0,9984
1264223,"2020-12-01",0,9709
1264223,"2021-03-01",0,12580
1264223,"2021-04-01",0,11921
1264223,"2021-05-01",3,11921
1264223,"2021-06-01",0,10482
1264223,"2021-07-01",10,10482
1264223,"2021-08-01",0,13144
1264223,"2021-09-01",0,14464
1264223,"2021-10-01",0,14901
1264223,"2021-11-01",10,9371
1264223,"2021-12-01",1,28354
1264223,"2022-01-01",0,12425
1264223,"2022-02-01",9,13502
1264223,"2022-03-01",40,13502
1264223,"2022-04-01",70,13502
1264309,"2020-09-01",177,825
1264309,"2020-10-01",208,825
1264309,"2020-11-01",238,825
1264347,"2020-09-01",223,10294
1264347,"2020-10-01",254,10294
1264347,"2020-11-01",284,10294
1264347,"2020-12-01",315,10294
1264347,"2021-01-01",346,10294
1264347,"2021-02-01",374,10294
1264347,"2021-03-01",405,10294
1264347,"2021-04-01",435,10294
1264347,"2021-05-01",466,10294
1264347,"2021-06-01",496,10294
1264347,"2021-07-01",527,10294
1264347,"2021-08-01",558,10294
1264347,"2021-09-01",588,10294
1264347,"2021-10-01",619,10294
1264347,"2021-11-01",649,10294
1264399,"2020-10-01",0,236
1264399,"2021-02-01",0,9982
1264399,"2021-03-01",24,9982
1264399,"2021-04-01",54,9982
1264399,"2021-05-01",85,9982
1264399,"2021-06-01",115,9982
1264399,"2021-07-01",146,9982
1264625,"2020-11-01",0,2325
1264625,"2021-04-01",0,2370
1264625,"2021-06-01",0,1175
1264625,"2021-07-01",0,2900
1264625,"2021-08-01",0,1671
1264625,"2021-11-01",0,2745
1264625,"2021-12-01",0,1280
1264625,"2022-01-01",0,2745
1264625,"2022-02-01",0,4979
1264625,"2022-04-01",0,3196
1264753,"2020-09-01",0,3717
1264753,"2020-11-01",0,4782
1264753,"2021-01-01",0,4664
1264753,"2021-02-01",0,4770
1264753,"2021-03-01",0,3750
1264753,"2021-04-01",0,4790
1264753,"2021-07-01",0,4684
1264753,"2021-08-01",0,4852
1264753,"2021-09-01",0,4897
1264753,"2021-10-01",2,3786
1264753,"2021-11-01",0,3142
1264753,"2021-12-01",0,10940
1264753,"2022-01-01",0,5506
1264753,"2022-02-01",0,3703
1264753,"2022-03-01",0,4526
1264753,"2022-04-01",0,5201
1265079,"2020-09-01",178,34143
1265079,"2020-10-01",209,34143
1265079,"2020-11-01",239,34143
1265079,"2020-12-01",270,34143
1265079,"2021-01-01",301,34143
1265079,"2021-02-01",329,34143
1265079,"2021-03-01",360,34143
1265079,"2021-04-01",390,34143
1265079,"2021-05-01",421,34143
1265079,"2021-06-01",451,31143
1265079,"2021-07-01",482,31143
1265079,"2021-08-01",513,31143
1265079,"2021-09-01",543,31143
1265079,"2021-10-01",574,31143
1265079,"2021-11-01",604,31143
1265079,"2021-12-01",635,62286
1265079,"2022-01-01",666,31143
1265079,"2022-02-01",694,31143
1265079,"2022-03-01",725,31143
1265079,"2022-04-01",755,31143
1265091,"2021-04-01",0,1210
1265091,"2021-06-01",7,1109
1265091,"2021-07-01",0,1035
1265091,"2021-08-01",3,2697
1265091,"2021-10-01",0,1421
1265091,"2021-11-01",0,311
1265091,"2021-12-01",6,3712
1265091,"2022-02-01",0,2187
1265091,"2022-03-01",6,192
1265091,"2022-04-01",0,1117
1265199,"2020-11-01",0,204
1265209,"2020-09-01",0,9948
1265209,"2020-10-01",0,14993
1265209,"2021-04-01",0,14986
1265209,"2021-05-01",0,14471
1265209,"2021-06-01",0,13998
1265209,"2021-07-01",0,14121
1265209,"2021-08-01",0,9887
1265209,"2021-09-01",2,9605
1265209,"2021-10-01",0,10975
1265209,"2021-11-01",0,10975
1265209,"2021-12-01",0,23878
1265209,"2022-01-01",0,10966
1265209,"2022-02-01",0,12088
1265209,"2022-03-01",0,12067
1265209,"2022-04-01",0,12025
1265213,"2020-11-01",0,39155
1265213,"2020-12-01",0,24945
1265213,"2021-01-01",0,24825
1265213,"2021-02-01",0,24983
1265213,"2021-04-01",0,24946
1265213,"2021-05-01",4,206
1265213,"2021-07-01",0,19998
1265213,"2021-08-01",0,19952
1265213,"2021-09-01",0,19460
1265213,"2021-10-01",0,19843
1265213,"2021-11-01",0,19569
1265213,"2021-12-01",0,39928
1265213,"2022-01-01",0,19975
1265213,"2022-02-01",0,21981
1265213,"2022-03-01",0,21925
1265213,"2022-04-01",0,23995
1265217,"2020-09-01",0,9981
1265217,"2020-10-01",0,9981
1265217,"2021-04-01",0,9932
1265217,"2021-05-01",3,9952
1265217,"2021-06-01",0,9514
1265217,"2021-07-01",0,9946
1265217,"2021-08-01",0,9954
1265217,"2021-09-01",0,9985
1265217,"2021-10-01",0,10975
1265217,"2021-11-01",0,10929
1265217,"2021-12-01",0,21506
1265217,"2022-01-01",0,10981
1265217,"2022-02-01",0,10986
1265217,"2022-03-01",0,10929
1265217,"2022-04-01",0,10655
1265225,"2020-09-01",0,19871
1265225,"2020-10-01",0,19962
1265225,"2021-02-01",0,37
1265225,"2021-04-01",0,18866
1265225,"2021-05-01",0,19264
1265225,"2021-06-01",0,19755
1265225,"2021-07-01",0,19932
1265225,"2021-08-01",0,19736
1265225,"2021-09-01",0,19866
1265225,"2021-10-01",0,19954
1265225,"2021-11-01",0,21168
1265225,"2021-12-01",0,43530
1265225,"2022-01-01",0,19820
1265225,"2022-02-01",0,20138
1265225,"2022-03-01",0,19611
1265225,"2022-04-01",0,19839
1265419,"2020-09-01",200,5183
1265419,"2020-10-01",231,5183
1265891,"2020-09-01",0,8674
1265891,"2020-10-01",0,8498
1265891,"2020-11-01",2,8521
1265891,"2021-04-01",0,11921
1265891,"2021-05-01",3,14787
1265891,"2021-06-01",0,11921
1265891,"2021-07-01",0,11120
1265891,"2021-08-01",0,8294
1265891,"2021-09-01",0,8450
1265891,"2021-10-01",0,7450
1265891,"2021-11-01",0,13315
1265891,"2022-01-01",0,14537
1265891,"2022-02-01",0,14824
1265891,"2022-03-01",0,14665
1265891,"2022-04-01",0,13134
1265943,"2020-09-01",172,948
1265943,"2020-10-01",203,948
1265943,"2020-11-01",233,948
1265943,"2020-12-01",264,948
1265943,"2021-01-01",295,948
1265997,"2020-09-01",177,1911
1265997,"2020-10-01",208,1911
1265997,"2020-11-01",238,1911
1265997,"2020-12-01",269,1911
1265997,"2021-01-01",300,1911
1266141,"2020-09-01",172,9940
1266141,"2020-10-01",203,9940
1266141,"2020-11-01",233,9940
1266141,"2020-12-01",264,9940
1266141,"2021-05-01",0,13000
1266141,"2021-06-01",0,12400
1266141,"2021-08-01",0,11120
1266141,"2021-09-01",0,11921
1266141,"2021-10-01",0,11921
1266141,"2021-11-01",0,11921
1266141,"2021-12-01",0,23842
1266141,"2022-01-01",0,12343
1266141,"2022-02-01",0,11921
1266141,"2022-03-01",0,11921
1266141,"2022-04-01",0,11921
1266161,"2020-09-01",177,18941
1266161,"2020-10-01",208,18941
1266161,"2020-11-01",238,18941
1266161,"2020-12-01",269,18941
1266161,"2021-01-01",300,18941
1266161,"2021-02-01",328,18941
1266161,"2021-03-01",359,18941
1266161,"2021-04-01",389,18941
1266161,"2021-05-01",420,18941
1266161,"2021-06-01",450,18941
1266161,"2021-07-01",481,18941
1266161,"2021-08-01",512,18941
1266161,"2021-09-01",542,18941
1266161,"2021-10-01",573,18941
1266161,"2021-11-01",603,18941
1266161,"2021-12-01",634,37882
1266161,"2022-01-01",665,18941
1266161,"2022-02-01",693,18941
1266161,"2022-03-01",724,18941
1266161,"2022-04-01",754,18941
1266733,"2020-09-01",788,1056
1266733,"2020-10-01",819,1056
1266733,"2020-11-01",849,1056
1266733,"2020-12-01",880,1056
1266733,"2021-01-01",911,1056
1266733,"2021-02-01",939,1056
1266733,"2021-03-01",970,1056
1266733,"2021-04-01",1000,1056
1266733,"2021-05-01",1031,1056
1266733,"2021-06-01",1061,1056
1266733,"2021-07-01",1092,1056
1266733,"2021-08-01",1123,1056
1266733,"2021-09-01",1153,1056
1266733,"2021-10-01",1184,1056
1266857,"2021-04-01",0,1491
1266857,"2021-06-01",7,1119
1277941,"2021-10-01",0,9900
1277941,"2021-11-01",0,9699
1277941,"2021-12-01",0,19210
1277941,"2022-01-01",0,9605
1277941,"2022-02-01",0,9694
1277941,"2022-03-01",0,10407
1277941,"2022-04-01",0,10405
1277945,"2020-09-01",0,2
1277945,"2021-01-01",0,29908
1277945,"2021-02-01",0,23993
1277945,"2021-04-01",0,19980
1277945,"2021-05-01",0,13597
1277945,"2021-06-01",0,14011
1277945,"2021-07-01",0,18892
1277945,"2021-08-01",0,19308
1277945,"2021-09-01",0,19943
1277945,"2021-10-01",0,21931
1277945,"2021-11-01",0,21368
1277945,"2021-12-01",0,43866
1277945,"2022-01-01",0,21158
1277945,"2022-02-01",0,21829
1277945,"2022-04-01",0,15990
1277953,"2020-10-01",0,3929
1277961,"2021-10-01",0,1000
1277961,"2021-11-01",0,973
1277961,"2021-12-01",0,1962
1277961,"2022-01-01",0,975
1277961,"2022-02-01",0,975
1277961,"2022-03-01",14,975
1277961,"2022-04-01",10,975
1277973,"2020-09-01",74,207
1277973,"2020-10-01",6,3810
1277973,"2020-12-01",0,3648
1277973,"2021-02-01",0,5898
1277973,"2021-07-01",0,1210
1277973,"2021-08-01",0,2061
1277973,"2021-10-01",9,3323
1277973,"2021-11-01",0,4096
1277973,"2021-12-01",15,9990
1277973,"2022-01-01",0,3924
1277973,"2022-02-01",0,4976
